CafeAmul,23.07108034,72.51719199,3.8,"ScienceCityRoad,OppositeShukanMall,NearCIMSHospital,Sola,Ahmedabad"
CafeBloom-HotelNamiResidency,23.0209403,72.5699212,3.4,"HotelNamiResidency,OppositeVSHospital,EllisBridge,Ahmedabad"
CafeCityMonk,23.05308787,72.51892872,3.9,"BasementNewYorkTowerA,ThaltejCharRasta,SGRoad,Thaltej,Ahmedabad"
CafeCoffeeDay,23.01473101,72.59654783,2.5,"CityPulseMultiplex,10AcresMall,KankariaRoad,Kankaria,Ahmedabad"
CafeCoffeeDay,23.011611,72.505458,2.6,"Pushpak,OppositePrahladnagarGarden,PrahladNagar,Ahmedabad"
CafeCoffeeDay,23.013161,72.525875,2.6,"InsideDhananjayTowers,100FeetRingRoad,NearShyamalRowHouses,Satellite,Ahmedabad"
CafeCoffeeDay,23.02080916,72.55456522,2.6,"3rdFloor,AhmedabadCentralMall,Ambavadi,Ahmedabad"
CafeDeItaliano,23.04046492,72.50747401,4.3,"OppositeStellar,SindhuBhavanRoad,Bodakdev,Ahmedabad"
CafeLudic,23.03298011,72.50340257,3.5,"Shop4,OneWorldCapital,Bodakdev,Ahmedabad"
CafeNatrani,23.0477359,72.5725635,4,"DarpanaAcademy,NearUsmanpuraCrossRoad,AshramRoad,Ahmedabad"
CafePatio-HotelBinori,23.053692,72.518108,3.5,"HotelBinori,OppositeNewYorkTower,S.GHighway,Thaltej,Ahmedabad"
CafePiano-TheGrandBhagwati,23.04245216,72.51440283,4.2,"TheGrandBhagwati,S.G.Highway,Bodakdev,Ahmedabad"
CafeSkryf,23.0207623,72.54368346,4.2,"F1-2,PrasadTower,OppositeManekbaugJainTemple,Ambavadi,Ahmedabad"
CafeSoulSquare,23.03390108,72.51225002,4.1,"56,RajpathRowHouse,OppositeAISSchool,Bodakdev,Ahmedabad"
CafeTilla,23.00823597,72.56710388,4.1,"BramhashatriyaNagarSociety,OppositeUnionBank,Paldi,Paldi,Ahmedabad"
CafeTreat-ThePrideHotel,23.03778068,72.51436327,3.6,"ThePrideHotel,JudgesBungalowRoad,OffS.G.Highway,Bodakdev,Ahmedabad"
CafeUpperCrust,23.01651279,72.47018091,3.7,"Shop15,OrchidCentre,OppositeSafalParishar,SouthBopal,Bopal,Ahmedabad"
CafeUpperCrust,23.01199965,72.50928719,4,"RiveraArcade,NearAudaGarden,PrahladNagar,Ahmedabad"
CafeUpperCrust,23.04059111,72.52747457,4.2,"4&5,ShubhamComplex,SunriseParkCorner,NearVastrapurLake,Vastrapur,Ahmedabad"
CafeUpperCrust,23.04125044,72.54858054,4.3,"AarohiComplex,VijayCrossRoad,Navrangpura,Ahmedabad"
Caffix-TheTechCafe,23.0447838,72.5053095,3.9,"8,GroundFloor,TimesSquare2,NearAvalonHotel,SindhuBhavanRoad,Bodakdev,Ahmedabad"
Caffix-TheTechCafe,23.04074816,72.52624512,4,"36-37,AdvaitMall,NearSandeshPress,Vastrapur,Ahmedabad"
CakeMyDay,23.02637143,72.52291348,4.2,"Shop2,OppositeStarIndiaBazaar,IskconPark,Satellite,Ahmedabad"
CakeWalk,23.04848186,72.51623981,2.4,"GroundFloor,AcropolisMall,SGHighway,Thaltej,Ahmedabad"
CandleLightDateNDinner,23.03389213,72.50180885,3.5,"305,Selister,BehindRajpathClubRoad,SGHighway,Bodakdev,Ahmedabad"
CandleLightDateNDinner,23.03615838,72.55506746,3.9,"1stFloor,ShivamComplex,NearH.L.College,CommerceSixRoads,Navrangpura,Ahmedabad"
Cane-d,23.03038824,72.52654385,3.5,"2,SamanComplex,OppositeNalandaComplex,Satellite,Ahmedabad"
Capsicum,23.12758429,72.53216006,4.3,"WhistlingMeadows,OppositeNirmaUniversity,NearModiShikshanSankool,Gota,Ahmedabad"
Casavida,23.062909,72.551091,3,"19,AbhimanyuComplex,OppositeShradhadeepComplex,AnkurRoad,RannaPark,Shastrinagar,Naranpura,Ahmedabad"
CelladEatery,23.03006827,72.54736383,3.9,"TopFloor,CitySquareBuilding,UniversityArea,GulbaiTekra,Ahmedabad"
Chaaswala,23.02511619,72.55710762,4.2,"AgrawalComplex,OppositeSamirBuilding,NearMunicipalMarket,CGRoad,Ahmedabad"
ChaatMahal,22.9975874,72.5155695,2.9,"NearBakeriCity,VejalpurRoad,Vejalpur,Ahmedabad"
ChaiShop-HyattRegency,23.0439252,72.5702993,4.2,"17A,AshramRoad,Ahmedabad"
ChaiWai,23.02389149,72.53261771,4,"2,UmiyaVijayShoppingComplex,ShivranjaniCrossRoad,Satellite,Ahmedabad"
Chalk&Cheese,23.02936076,72.50867464,4.1,"Shop22,FirstFloor,SurmountComplex,OppositeIsconMegaMall,SGHighway,Satellite,Ahmedabad"
ChampajiGulabJamun,23.013826,72.564625,3.2,"PaldiCrossRoad,OppositeAdaniCNGPump,Paldi,Ahmedabad"
ChanaZorr,23.041998,72.49429733,3.3,"SBRSocial,BesideSattvaVikasSchool,SindhuBhavanRoad,Bodakdev,Ahmedabad"
Charyaar,23.06811137,72.57600613,3.1,"3rdFloor,FoodCourt,ArvedTranscubePlaza,Ranip,Ahmedabad"
Chaska,23.0329452,72.56497186,2.5,"GroundFloor12-13,ShreeKrishnaCenter,NearPassportOffice,Navrangpura,Ahmedabad"
Cheers,23.0328078,72.5010315,4.1,"GF5,OneWorldCapital,OppossiteLaneofOrbit,OffRajpathRangoliRoad,Bodakdev,Ahmedabad"
Cheers,23.03474865,72.56078057,4.3,"8&9,MunicipalMarket,CGRoad,Ahmedabad"
ChetnaGanthiaRath,23.04958355,72.53351424,3.9,"218,SunsetRowHouse,GurukulRoad,Memnagar,Ahmedabad"
Chhaswala,23.03816666,72.51279987,3.6,"SankalpApartments,OppositeCorporateHouse,SGHighway,Bodakdev,Ahmedabad"
Chhaswala,23.06891863,72.54391216,3.7,"A/51,Public2,ShreeKunjRowHouse,OppositeAllahabadBank,PrabhatChowk,NirnayNagar,Ghatlodia,Ahmedabad"
Chhaswala,23.0461899,72.53323529,3.8,"BalajiCentre,OppositeGurukulSwaminarayanCentre,Gurukul,Ahmedabad"
Chhaswala,23.03467368,72.56088685,3.8,"AggrawalComplex,OppositeSamirBuilding,NearMunicipalMarket,CGRoad,Ahmedabad"
Chhaswala,23.093058,72.545561,3.9,"Shop-A/6,GroundFloor,ShukanResidency,NewSGRoad,Vandematram,Gota,Ahmedabad"
Chhaswala,23.02571789,72.52550717,4.3,"L-23,DemocraticCo-OperativeSociety,RatnamaniTower,Jodhpur,Satellite,Ahmedabad"
Chhaswala,23.06366042,72.53106236,4.3,"LL-1,MatulyaComplex,SattadharCrossRoad,SolaRoad,Sola,Ahmedabad"
ChinaHouse-HyattRegency,23.04366157,72.57008348,4.7,"17A,AshramRoad,Ahmedabad"
ChineseTown,23.04215227,72.49411091,2.9,"SBRSocial,BesideSattvaVikasSchool,SindhuBhavanRoad,Bodakdev,Ahmedabad"
ChiwooChinese@UrbanChouk,23.05803059,72.51919292,3.4,"9,NearZydusHositalCrossRoad,S.GRoad,Thaltej,Ahmedabad"
Chocobell,22.99622238,72.60830428,3.6,"ManglayaSquare,OppositeSararsvatiSchool,JayHindCharRasta,ManiNagar,Ahmedabad"
Choice,23.00899791,72.60206614,3.2,"27&28,ZooStall,KankariaLake,Kankaria,Ahmedabad"
ChoiceCornerRestaurant,23.00141779,72.60326073,4,"GroundFloor,ChandraManiApartments,NearkankariaGate6,OppositeAmrapaliFunLand,LGHospitalRoad,Kankaria,Ahmedabad"
ChoiceSnackBar,23.03552587,72.56115541,4.2,"YamunaBuilding,NearSwastikCrossRoad,CGRoad,Ahmedabad"
ChoiceSnackBar,23.03434539,72.56122716,4.2,"MunicipalMarket,NearSwastikCrossRoad,CGRoad,Ahmedabad"
Churronation,23.0428699,72.48343773,3.7,"OppositeSaket3,NearMonteCristoPartyPlot,SindhuBhawanRoad,Bodakdev,Ahmedabad"
CitrusCafe-LemonTreeHotel,23.02954712,72.56399922,3.8,"LemonTreeHotel,434/1,MithakhaliCrossRoads,Navrangpura,Ahmedabad"
CitrusCafe-LemonTreePremier,23.02890656,72.57690098,3.9,"LemonTreePremier,KhanpurRoad,LalDarwaja,Ahmedabad"
CityChinese&Mughlai,23.02614525,72.58111004,2.8,"OppositeElectricityHouse,LalDarwaja,Ahmedabad"
CityCorner,22.9998679,72.60076024,4.1,"1,RajkamalComplex,OppositeSwaminarayanMandir,Rambaug,ManiNagar,Ahmedabad"
ClassicDeraniJethaniIcecream,23.04448348,72.56024044,3.8,"34,ChaitanyaSociety,NearSardarPatelStadium,OppositeSaviorHospital,Navrangpura,Ahmedabad"
CocoaDrama,23.04112888,72.52643287,4.2,"Shop6B,SunriseTenament,OppositeAdvaitComplex,Vastrapur,Ahmedabad"
CoffeeCulture,23.01595765,72.50471469,4,"GroundFloor,Shapath4,NearCrownePlaza,SGHighway,Satellite,Ahmedabad"
Collage-Hyatt,23.03883464,72.53094066,4.2,"Hyatt,Plot216,TownPlanScheme1,NearVastrapurLake,Vastrapur,Ahmedabad"
Cravenzaa,23.01297975,72.51035806,4.1,"Shop2,GroundFloor,NarayanKrupaArcade,NearSafalPegasusEntryGate,PrahladNagar,Ahmedabad"
Cravingz,23.04874162,72.51603194,4,"GroundFloor,AcropolisMall,SGHighway,Thaltej,Ahmedabad"
CrazyNoodles,23.01151114,72.50724267,4.2,"7,CampsCorner2,OppositeAudaGarden,100FeetRoad,PrahladNagar,Ahmedabad"
CreamoholicCafe&Restaurant,23.04159599,72.52809316,3.8,"GroundFloor,AnoliComplex,BesideACDBank,SunriseParkRoad,Vastrapur,Ahmedabad"
CryoLab,23.0422618,72.49450285,3.7,"Stall5,OppositeGotilaAudaGarden,SindhuBhavanRoad,Bodakdev,Ahmedabad"
CryoLab,23.02847736,72.56006207,4.5,"GroundFloor,ArjunAvenue,OppositeSamartheshwarMahadev,LawGarden,Ahmedabad,EllisBridge,Ahmedabad"
